transaction_date,transaction_qty,unit_price,Total_Bill,product_category,product_detail,Size,Month Name,Day Name,Hour
2023-03-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Monday,8
2023-03-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Monday,10
2023-03-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Monday,12
2023-03-14,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Tuesday,8
2023-03-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Wednesday,7
2023-03-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Wednesday,7
2023-03-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Wednesday,8
2023-03-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Wednesday,11
2023-03-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Thursday,9
2023-03-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Thursday,14
2023-03-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Thursday,18
2023-03-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Friday,7
2023-03-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Friday,9
2023-03-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Friday,13
2023-03-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Friday,16
2023-03-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Saturday,10
2023-03-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Saturday,10
2023-03-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Saturday,10
2023-03-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Saturday,12
2023-03-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Sunday,7
2023-03-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Sunday,8
2023-03-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Sunday,8
2023-03-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Sunday,18
2023-03-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Monday,16
2023-03-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Monday,17
2023-03-21,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Tuesday,15
2023-03-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Wednesday,8
2023-03-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Wednesday,9
2023-03-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Wednesday,9
2023-03-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Wednesday,10
2023-03-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Wednesday,12
2023-03-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Thursday,11
2023-03-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Thursday,12
2023-03-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Thursday,18
2023-03-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Friday,8
2023-03-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Friday,16
2023-03-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Friday,17
2023-03-25,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Saturday,7
2023-03-25,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Saturday,11
2023-03-25,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Saturday,16
2023-03-26,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Sunday,7
2023-03-26,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Sunday,9
2023-03-26,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Sunday,9
2023-03-26,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Sunday,18
2023-03-27,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Monday,8
2023-03-27,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Monday,12
2023-03-27,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Monday,15
2023-03-27,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Monday,18
2023-03-27,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Monday,18
2023-03-28,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Tuesday,18
2023-03-28,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Tuesday,19
2023-03-29,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Wednesday,7
2023-03-29,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Wednesday,7
2023-03-29,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Wednesday,10
2023-03-29,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Wednesday,14
2023-03-30,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Thursday,7
2023-03-30,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Thursday,11
2023-03-30,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Thursday,18
2023-03-31,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Friday,7
2023-03-31,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Friday,10
2023-03-31,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Friday,10
2023-03-31,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,March,Friday,16
2023-01-02,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Monday,15
2023-01-02,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Monday,16
2023-01-02,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Monday,17
2023-01-02,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Monday,17
2023-01-04,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Wednesday,12
2023-01-04,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Wednesday,13
2023-01-04,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Wednesday,17
2023-01-06,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Friday,14
2023-01-07,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Saturday,8
2023-01-10,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Tuesday,7
2023-01-10,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Tuesday,7
2023-01-10,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Tuesday,8
2023-01-10,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Tuesday,13
2023-01-10,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Tuesday,19
2023-01-11,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Wednesday,8
2023-01-11,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Wednesday,8
2023-01-12,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Thursday,8
2023-01-12,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Thursday,18
2023-01-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Friday,10
2023-01-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Friday,10
2023-01-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Friday,10
2023-01-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Friday,11
2023-01-14,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Saturday,15
2023-01-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Sunday,7
2023-01-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Sunday,8
2023-01-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Sunday,9
2023-01-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Monday,9
2023-01-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Monday,10
2023-01-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Monday,14
2023-01-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Monday,18
2023-01-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Tuesday,9
2023-01-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Tuesday,17
2023-01-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Wednesday,8
2023-01-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Wednesday,9
2023-01-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Wednesday,10
2023-01-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Wednesday,10
2023-01-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Thursday,7
2023-01-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Thursday,18
2023-01-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Friday,12
2023-01-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Friday,16
2023-01-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Friday,19
2023-01-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Sunday,9
2023-01-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Sunday,9
2023-01-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Sunday,10
2023-01-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Sunday,11
2023-01-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Sunday,12
2023-01-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Monday,10
2023-01-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Monday,13
2023-01-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Monday,16
2023-01-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Monday,18
2023-01-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Tuesday,8
2023-01-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Tuesday,10
2023-01-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Tuesday,13
2023-01-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Tuesday,17
2023-01-25,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Wednesday,15
2023-01-25,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Wednesday,16
2023-01-25,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Wednesday,18
2023-01-26,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Thursday,7
2023-01-26,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Thursday,8
2023-01-27,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Friday,16
2023-01-27,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Friday,18
2023-01-28,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Saturday,18
2023-01-28,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Saturday,19
2023-01-28,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Saturday,19
2023-01-29,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Sunday,10
2023-01-29,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Sunday,19
2023-01-30,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,January,Monday,17
2023-02-02,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Thursday,12
2023-02-02,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Thursday,17
2023-02-03,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Friday,12
2023-02-03,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Friday,15
2023-02-03,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Friday,15
2023-02-03,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Friday,16
2023-02-04,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Saturday,17
2023-02-04,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Saturday,18
2023-02-05,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Sunday,15
2023-02-05,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Sunday,16
2023-02-05,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Sunday,17
2023-02-06,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Monday,14
2023-02-06,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Monday,17
2023-02-07,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Tuesday,7
2023-02-07,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Tuesday,9
2023-02-07,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Tuesday,16
2023-02-07,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Tuesday,16
2023-02-10,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Friday,10
2023-02-10,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Friday,19
2023-02-11,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Saturday,8
2023-02-12,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Sunday,13
2023-02-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Monday,7
2023-02-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Monday,8
2023-02-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Monday,10
2023-02-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Monday,10
2023-02-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Monday,14
2023-02-14,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Tuesday,8
2023-02-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Wednesday,7
2023-02-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Wednesday,9
2023-02-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Wednesday,18
2023-02-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Thursday,8
2023-02-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Thursday,9
2023-02-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Friday,13
2023-02-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Friday,16
2023-02-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Friday,17
2023-02-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Saturday,7
2023-02-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Saturday,8
2023-02-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Saturday,10
2023-02-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Sunday,7
2023-02-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Sunday,7
2023-02-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Sunday,10
2023-02-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Sunday,18
2023-02-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Monday,19
2023-02-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Monday,19
2023-02-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Wednesday,8
2023-02-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Wednesday,10
2023-02-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Wednesday,12
2023-02-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Wednesday,13
2023-02-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Thursday,10
2023-02-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Thursday,12
2023-02-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Thursday,16
2023-02-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Friday,10
2023-02-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Friday,15
2023-02-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Friday,17
2023-02-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Friday,17
2023-02-25,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Saturday,7
2023-02-25,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Saturday,15
2023-02-26,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Sunday,7
2023-02-26,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Sunday,9
2023-02-26,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Sunday,19
2023-02-27,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Monday,8
2023-02-27,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Monday,18
2023-02-28,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,February,Tuesday,19
2023-06-01,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,12
2023-06-01,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,15
2023-06-01,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,16
2023-06-02,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,11
2023-06-02,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,12
2023-06-02,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,13
2023-06-02,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,15
2023-06-02,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,16
2023-06-02,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,17
2023-06-02,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,17
2023-06-03,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,12
2023-06-04,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,12
2023-06-04,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,13
2023-06-04,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,13
2023-06-04,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,14
2023-06-04,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,17
2023-06-04,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,17
2023-06-04,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,18
2023-06-05,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,16
2023-06-05,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,17
2023-06-06,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,11
2023-06-06,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,14
2023-06-06,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,15
2023-06-06,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,16
2023-06-06,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,17
2023-06-06,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,18
2023-06-07,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Wednesday,9
2023-06-07,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Wednesday,10
2023-06-07,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Wednesday,12
2023-06-07,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Wednesday,16
2023-06-07,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Wednesday,16
2023-06-07,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Wednesday,16
2023-06-10,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,7
2023-06-10,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,8
2023-06-10,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,19
2023-06-11,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,8
2023-06-11,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,8
2023-06-11,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,17
2023-06-12,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,8
2023-06-12,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,11
2023-06-12,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,13
2023-06-12,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,13
2023-06-12,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,18
2023-06-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,7
2023-06-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,10
2023-06-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,11
2023-06-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,12
2023-06-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,14
2023-06-13,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,15
2023-06-14,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Wednesday,8
2023-06-14,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Wednesday,18
2023-06-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,7
2023-06-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,7
2023-06-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,8
2023-06-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,9
2023-06-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,11
2023-06-15,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,18
2023-06-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,7
2023-06-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,8
2023-06-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,9
2023-06-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,9
2023-06-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,10
2023-06-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,13
2023-06-16,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,14
2023-06-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,7
2023-06-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,9
2023-06-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,9
2023-06-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,9
2023-06-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,10
2023-06-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,10
2023-06-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,13
2023-06-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,17
2023-06-17,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,19
2023-06-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,7
2023-06-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,8
2023-06-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,10
2023-06-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,10
2023-06-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,10
2023-06-18,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,12
2023-06-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,7
2023-06-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,8
2023-06-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,9
2023-06-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,10
2023-06-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,11
2023-06-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,18
2023-06-19,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,18
2023-06-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,8
2023-06-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,11
2023-06-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,16
2023-06-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,17
2023-06-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,17
2023-06-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,18
2023-06-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,19
2023-06-20,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Tuesday,19
2023-06-21,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Wednesday,15
2023-06-21,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Wednesday,18
2023-06-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,8
2023-06-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,9
2023-06-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,11
2023-06-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,12
2023-06-22,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Thursday,13
2023-06-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,7
2023-06-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,10
2023-06-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,10
2023-06-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,11
2023-06-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,16
2023-06-23,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Friday,19
2023-06-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,8
2023-06-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,10
2023-06-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,11
2023-06-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,13
2023-06-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,15
2023-06-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,17
2023-06-24,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Saturday,18
2023-06-25,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,18
2023-06-25,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Sunday,18
2023-06-26,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,7
2023-06-26,1,3.75,3.75,Bakery,Almond Croissant,Not Defined,June,Monday,8
